Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
20170004103,Eixample,la Dreta de l'Eixample,Sant Joan                                         ,Sunday,May,7,11,Morning,1,0,1,4,2.1706849999999998,41.398893
20170004104,Eixample,la Sagrada Família,Mallorca                                          ,Tuesday,May,9,9,Morning,2,0,2,3,2.178531,41.405687
20170004105,Eixample,la Nova Esquerra de l'Eixample,Sarrià                                            ,Tuesday,May,9,8,Morning,1,0,1,2,2.1452970000000002,41.39012
20170004106,Gràcia,la Vila de Gràcia,Torrent de l'Olla / Betlem                        ,Tuesday,May,9,10,Morning,1,0,1,2,2.153538,41.405405
20170004107,Nou Barris,les Roquetes,Favència                                          ,Tuesday,May,9,10,Morning,3,0,3,3,2.177977,41.446024
20170004108,Eixample,la Dreta de l'Eixample,Diagonal / Sant Joan                              ,Tuesday,May,9,8,Morning,1,0,1,2,2.1683470000000002,41.39898
20170004109,Sants-Montjuïc,la Marina del Prat Vermell,Zona Franca                                       ,Sunday,May,7,21,Afternoon,1,0,1,3,2.145722,41.350563
20170004110,Nou Barris,Ciutat Meridiana,Rasos de Peguera                                  ,Tuesday,May,9,9,Morning,1,0,1,1,2.17955,41.461933
20170004111,Horta-Guinardó,Horta,Tajo                                              ,Tuesday,May,9,12,Morning,1,0,1,2,2.1618180000000002,41.42942
20170004112,Ciutat Vella,el Barri Gòtic,Laietana                                          ,Tuesday,May,9,12,Morning,1,0,1,2,2.173073,41.388434000000004
20170004113,Eixample,la Dreta de l'Eixample,Urquinaona                                        ,Tuesday,May,9,12,Morning,1,0,1,2,2.17244,41.389101000000004
20170004114,Eixample,l'Antiga Esquerra de l'Eixample,Còrsega / Muntaner                                ,Tuesday,May,9,12,Morning,1,0,1,2,2.152803,41.391612
20170004115,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Calàbria                        ,Tuesday,May,9,12,Morning,2,0,2,2,2.155159,41.379583000000004
20170004116,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Comte d'Urgell                  ,Tuesday,May,9,12,Morning,1,0,1,2,2.158561,41.382137
20170004117,Eixample,l'Antiga Esquerra de l'Eixample,València / Muntaner                               ,Tuesday,May,9,15,Afternoon,1,0,1,2,2.157335,41.38818
20170004118,Gràcia,la Vila de Gràcia,Gran de Gràcia / Ros de Olano                     ,Tuesday,May,9,14,Afternoon,1,0,1,2,2.154328,41.400826
20170004119,Les Corts,les Corts,Josep Tarradellas                                 ,Tuesday,May,9,14,Afternoon,0,0,0,1,2.143128,41.389765000000004
20170004120,Sants-Montjuïc,Sants - Badal,Bonsoms / Escultor Canet                          ,Tuesday,May,9,15,Afternoon,1,0,1,2,2.1263400000000003,41.373364
20170004121,Ciutat Vella,el Raval,Litoral (Llobregat)                               ,Tuesday,May,9,16,Afternoon,1,0,1,1,2.1767090000000002,41.373228000000005
20170004122,Eixample,la Sagrada Família,Sardenya / Mallorca                               ,Tuesday,May,9,15,Afternoon,1,0,1,2,2.174311,41.402644
20170004123,Sarrià-Sant Gervasi,el Putxet i el Farró,Castanyer                                         ,Tuesday,May,9,14,Afternoon,0,0,0,2,2.1386439999999998,41.407378
20170004124,Sants-Montjuïc,la Font de la Guatlla,Corts Catalanes                                   ,Tuesday,May,9,17,Afternoon,1,0,1,1,2.1409130000000003,41.368518
20170004125,Sants-Montjuïc,el Poble-sec,Miramar                                           ,Tuesday,May,9,13,Morning,2,0,2,2,2.161571,41.368666999999995
20170004126,Sants-Montjuïc,el Poble-sec,Estadi / Santa Madrona                            ,Tuesday,May,9,18,Afternoon,1,0,1,2,2.159327,41.367759
20170004127,Gràcia,la Vila de Gràcia,Gràcia                                            ,Tuesday,May,9,17,Afternoon,1,0,1,2,2.159765,41.402594
20170004128,Eixample,la Nova Esquerra de l'Eixample,Vilamarí / Aragó                                  ,Tuesday,May,9,18,Afternoon,1,0,1,1,2.1482810000000003,41.379678000000006
20170004129,Sant Martí,Provençals del Poblenou,Perú / Espronceda                                 ,Tuesday,May,9,17,Afternoon,2,0,2,3,2.198342,41.410089
20170004130,Sant Martí,el Besòs i el Maresme,Sant Ramon de Penyafort                           ,Tuesday,May,9,18,Afternoon,1,0,1,2,2.220684,41.413521
20170004131,Sant Martí,el Clot,València / Espronceda                             ,Tuesday,May,9,18,Afternoon,0,1,1,2,2.192425,41.414552
20170004132,Sant Martí,Provençals del Poblenou,Perú / Espronceda                                 ,Friday,May,5,17,Afternoon,1,0,1,2,2.198342,41.410089
20170004133,Sarrià-Sant Gervasi,les Tres Torres,General Mitre / Doctor Fleming                    ,Tuesday,May,9,14,Afternoon,1,0,1,2,2.1344279999999998,41.395425
20170004134,Horta-Guinardó,Sant Genís dels Agudells,Vallvidrera al Tibidabo                           ,Tuesday,May,9,17,Afternoon,1,0,1,2,2.117184,41.418613
20170004135,Nou Barris,Porta,escultor ordoñez / Valldemossa                    ,Tuesday,May,9,22,Night,1,0,1,2,2.175857,41.434839000000004
20170004136,Eixample,la Dreta de l'Eixample,València / Gràcia                                 ,Tuesday,May,9,16,Afternoon,1,0,1,2,2.1638029999999997,41.393035999999995
20170004137,Eixample,la Dreta de l'Eixample,Corts Catalanes / Catalunya                       ,Tuesday,May,9,20,Afternoon,1,0,1,2,2.167024,41.388486
20170004138,Horta-Guinardó,el Carmel,Ramon Rocafull                                    ,Tuesday,May,2,18,Afternoon,0,0,0,1,2.151923,41.424569
20170004139,Sant Andreu,el Bon Pastor,Sant Adrià / Ferran Junoy                         ,Tuesday,May,9,21,Afternoon,1,0,1,2,2.1946529999999997,41.435309000000004
20170004140,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Llobregat)                                  ,Tuesday,May,9,19,Afternoon,1,0,1,2,2.129784,41.412797
20170004141,Eixample,la Nova Esquerra de l'Eixample,València / Viladomat                              ,Tuesday,May,9,22,Night,0,1,1,5,2.151529,41.384027
20170004142,Nou Barris,Porta,Doctor Pi i Molist                                ,Tuesday,May,9,21,Afternoon,1,0,1,1,2.173365,41.433252
20170004143,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Major del Rectoret                                ,Tuesday,May,9,20,Afternoon,2,0,2,2,2.0956930000000003,41.425090999999995
20170004144,Eixample,l'Antiga Esquerra de l'Eixample,Diputació / Aribau                                ,Tuesday,May,9,17,Afternoon,2,0,2,1,2.161864,41.386483
20170004145,Nou Barris,Vallbona,C-17 (Puigcerdà)                                  ,Tuesday,May,9,22,Night,1,0,1,3,2.1830700000000003,41.4302
20170004146,Sant Andreu,la Trinitat Vella,Meridiana                                         ,Tuesday,May,9,22,Night,1,0,1,2,2.18578,41.42525
20170004147,Eixample,l'Antiga Esquerra de l'Eixample,Mallorca / Villarroel                             ,Wednesday,May,10,21,Afternoon,2,0,2,2,2.153937,41.387338
20170004148,Sants-Montjuïc,el Poble-sec,Olímpic / Pierre de Coubertin                     ,Tuesday,May,9,22,Night,1,0,1,2,2.151691,41.360274
20170004149,Ciutat Vella,la Barceloneta,Salvador Espriu / Ramon Trias Fargas              ,Wednesday,May,10,2,Night,0,0,0,2,2.194805,41.387167
20170004150,Nou Barris,la Trinitat Nova,S'Agaró / Pedrosa                                 ,Wednesday,May,10,6,Morning,1,0,1,2,2.187032,41.447547
20170004151,Sants-Montjuïc,Hostafrancs,Corts Catalanes                                   ,Wednesday,May,10,8,Morning,1,0,1,2,2.147624,41.374226
20170004152,Sants-Montjuïc,Sants,Tenor Masini / Miquel Àngel                       ,Wednesday,May,10,8,Morning,1,0,1,2,2.131821,41.377371999999994
20170004153,Eixample,la Dreta de l'Eixample,València / Diagonal                               ,Wednesday,May,10,9,Morning,1,0,1,2,2.1731700000000003,41.400095
20170004154,Sant Andreu,el Bon Pastor,Litoral (Besòs)                                   ,Wednesday,May,10,11,Morning,1,0,1,2,2.205118,41.444824
20170004155,Horta-Guinardó,la Vall d'Hebron,Dalt (Besòs)                                      ,Wednesday,May,10,11,Morning,1,0,1,2,2.144012,41.428075
20170004156,Horta-Guinardó,el Carmel,Sigüenza / Ramon Rocafull                         ,Wednesday,May,10,12,Morning,1,0,1,2,2.153111,41.423607000000004
20170004157,Sarrià-Sant Gervasi,Sarrià,Major de Can Caralleu                             ,Wednesday,May,10,13,Morning,1,0,1,2,2.1114759999999997,41.401893
20170004158,Eixample,l'Antiga Esquerra de l'Eixample,Diagonal / Balmes                                 ,Wednesday,May,10,13,Morning,1,0,1,2,2.1547110000000003,41.395317
20170004159,Sants-Montjuïc,Sants,Sants                                             ,Wednesday,May,10,13,Morning,1,0,1,2,2.139929,41.375423
20170004160,Eixample,la Nova Esquerra de l'Eixample,Llança / Roma                                     ,Wednesday,May,10,14,Afternoon,1,0,1,2,2.1443529999999997,41.380924
20170004161,Sant Andreu,Navas,Gran de la Sagrera / Felip II                     ,Wednesday,May,10,14,Afternoon,1,0,1,2,2.191268,41.417078000000004
20170004162,Eixample,la Dreta de l'Eixample,Diputació / Roger de Llúria                       ,Wednesday,May,10,10,Morning,0,0,0,2,2.169753,41.392429
20170004163,Ciutat Vella,la Barceloneta,Litoral                                           ,Wednesday,May,10,16,Afternoon,1,0,1,2,2.19508,41.386285
20170004164,Eixample,la Dreta de l'Eixample,Diagonal / Bruc                                   ,Wednesday,May,10,17,Afternoon,3,0,3,2,2.16483,41.397857
20170004165,Eixample,la Dreta de l'Eixample,Consell de Cent / Roger de Llúria                 ,Wednesday,May,10,16,Afternoon,1,0,1,2,2.168621,41.393285
20170004166,Ciutat Vella,la Barceloneta,Doctor Aiguader                                   ,Wednesday,May,10,18,Afternoon,1,0,1,2,2.187019,41.382208
20170004167,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell / Aragó                            ,Wednesday,May,10,17,Afternoon,1,0,1,2,2.155059,41.384771
20170004168,Sant Martí,el Parc i la Llacuna del Poblenou,Pallars                                           ,Wednesday,May,10,14,Afternoon,0,0,0,2,2.188439,41.394175
20170004169,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Ganduxer / Valero                                 ,Wednesday,May,10,20,Afternoon,2,0,2,2,2.136469,41.396326
20170004170,Eixample,l'Antiga Esquerra de l'Eixample,Aribau / Provença                                 ,Wednesday,May,10,21,Afternoon,1,0,1,3,2.156225,41.390736
20170004171,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova                                          ,Wednesday,May,10,20,Afternoon,1,0,1,1,2.133258,41.406678
20170004172,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,Thursday,May,11,0,Night,1,0,1,2,2.118417,41.386521
20170004173,Eixample,la Nova Esquerra de l'Eixample,Aragó                                             ,Thursday,May,11,8,Morning,1,0,1,2,2.152175,41.382472
20170004174,Eixample,la Sagrada Família,Aragó / Lepant                                    ,Thursday,May,11,8,Morning,4,0,4,4,2.178945,41.402738
20170004175,Sant Martí,la Vila Olímpica del Poblenou,Joan d'Àustria                                    ,Thursday,May,11,8,Morning,1,0,1,2,2.192185,41.392363
20170004176,Eixample,la Dreta de l'Eixample,Girona / Consell de Cent                          ,Thursday,May,11,8,Morning,2,0,2,1,2.1709099999999997,41.394996
20170004177,Eixample,la Nova Esquerra de l'Eixample,Josep Tarradellas                                 ,Thursday,May,11,10,Morning,1,0,1,2,2.142043,41.381549
20170004178,Sant Andreu,la Sagrera,Cienfuegos                                        ,Thursday,May,11,11,Morning,1,0,1,4,2.184705,41.423926
20170004179,Sant Martí,el Poblenou,Badajoz / Llull                                   ,Thursday,May,11,11,Morning,1,0,1,2,2.197178,41.397295
20170004180,Sant Martí,el Camp de l'Arpa del Clot,Còrsega / Dos de Maig                             ,Thursday,May,11,9,Morning,1,0,1,2,2.1777189999999997,41.410323
20170004181,Sant Andreu,la Trinitat Vella,Dalt (Besòs)                                      ,Thursday,May,11,12,Morning,1,0,1,2,2.1932810000000003,41.447326000000004
20170004182,Eixample,la Dreta de l'Eixample,Universitat                                       ,Thursday,May,11,12,Morning,1,0,1,1,2.166412,41.386746
20170004183,Sants-Montjuïc,la Bordeta,Constitució / Badal                               ,Thursday,May,11,12,Morning,1,0,1,2,2.132916,41.368935
20170004184,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Aribau                                            ,Thursday,May,11,9,Morning,1,0,1,2,2.149741,41.395497999999996
20170004185,Sants-Montjuïc,Sants,Numància                                          ,Thursday,May,11,9,Morning,2,0,2,1,2.14141,41.381094
20170004186,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar                                      ,Thursday,May,11,12,Morning,2,0,2,2,2.21453,41.404462
20170004187,Ciutat Vella,la Barceloneta,Pau Vila                                          ,Thursday,May,11,14,Afternoon,1,0,1,2,2.185762,41.381103
20170004188,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta                                           ,Thursday,May,11,13,Morning,1,0,1,3,2.146066,41.400515999999996
20170004189,Sants-Montjuïc,la Marina de Port,Zona Franca / Prat                                ,Thursday,May,11,15,Afternoon,1,0,1,2,2.136531,41.363638
20170004190,Sant Martí,el Besòs i el Maresme,Cristóbal de Moura / Prim                         ,Thursday,May,11,15,Afternoon,1,0,1,2,2.213061,41.416011
20170004191,Eixample,Sant Antoni,Sepúlveda / Casanova                              ,Thursday,May,11,13,Morning,1,0,1,2,2.162089,41.382894
20170004192,Gràcia,Vallcarca i els Penitents,Mare de Déu del Coll / Rubens                     ,Thursday,May,11,13,Morning,1,0,1,2,2.144678,41.414146
20170004193,Eixample,la Sagrada Família,València / Cartagena                              ,Thursday,May,11,17,Afternoon,1,0,1,2,2.18111,41.406037
20170004194,Sant Andreu,Baró de Viver,Ciutat d'Asunción                                 ,Thursday,May,11,17,Afternoon,2,0,2,2,2.198807,41.4453
20170004195,Eixample,Sant Antoni,Tamarit                                           ,Thursday,May,11,17,Afternoon,1,0,1,1,2.161086,41.378884
20170004196,Nou Barris,Porta,Alcúdia / Formentor                               ,Thursday,May,11,18,Afternoon,1,0,1,2,2.174522,41.436172
20170004197,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Ganduxer / Augusta                                ,Thursday,May,11,18,Afternoon,1,0,1,2,2.135364,41.397778
20170004198,Gràcia,Vallcarca i els Penitents,B-20 (Besòs)                                      ,Thursday,May,11,19,Afternoon,1,0,1,2,2.1359939999999997,41.415194
20170004199,Eixample,la Dreta de l'Eixample,Roger de Llúria                                   ,Thursday,May,11,20,Afternoon,1,0,1,2,2.17044,41.391785999999996
20170004200,Gràcia,Vallcarca i els Penitents,Vallcarca / Glòria                                ,Thursday,May,11,20,Afternoon,1,0,1,2,2.147183,41.410139
20170004201,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Beethoven / Bori i Fontestà                       ,Thursday,May,11,20,Afternoon,1,0,1,1,2.1402919999999996,41.393419
20170004202,Ciutat Vella,el Raval,Drassanes / Portal de Santa Madrona               ,Thursday,May,11,19,Afternoon,1,0,1,2,2.175424,41.376236999999996
20170004203,Ciutat Vella,el Barri Gòtic,Colom                                             ,Thursday,May,11,21,Afternoon,1,0,1,2,2.181132,41.380552
20170004204,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Alfonso Comín                                     ,Thursday,May,11,19,Afternoon,1,0,1,3,2.136493,41.414757
20170004205,Gràcia,el Coll,Mare de Déu del Coll / Castellterçol              ,Thursday,May,11,21,Afternoon,2,0,2,2,2.1478189999999997,41.418217999999996
20170004206,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,General Mitre / Balmes                            ,Thursday,May,11,22,Night,1,0,1,2,2.140721,41.40442
20170004207,Sant Martí,Provençals del Poblenou,Corts Catalanes / Selva de Mar                    ,Thursday,May,11,22,Night,2,0,2,1,2.201634,41.414446999999996
20170004208,Eixample,la Dreta de l'Eixample,Diagonal / Pau Claris                             ,Thursday,May,11,22,Night,1,0,1,2,2.161465,41.397016
20170004209,Sant Martí,el Besòs i el Maresme,Maresme / Bolívia                                 ,Friday,May,12,0,Night,2,0,2,2,2.209648,41.416875
20170004210,Sant Martí,el Clot,Clot                                              ,Friday,May,12,1,Night,0,0,0,1,2.187771,41.407154
20170004212,Sants-Montjuïc,la Marina del Prat Vermell,Major de Mercabarna                               ,Friday,May,12,4,Night,1,0,1,1,2.116278,41.332829
20170004213,Les Corts,la Maternitat i Sant Ramon,Manuel Azaña                                      ,Friday,May,12,8,Morning,2,0,2,3,2.110293,41.377492
20170004214,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Ganduxer / Jacinto Benavente                      ,Thursday,May,11,21,Afternoon,1,0,1,2,2.137273,41.3953
20170004215,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner / Rosselló                               ,Friday,May,12,8,Morning,1,0,1,2,2.1539490000000003,41.390746
20170004216,Eixample,l'Antiga Esquerra de l'Eixample,París / Enric Granados                            ,Friday,May,12,9,Morning,1,0,1,2,2.1539509999999997,41.394166999999996
20170004217,Eixample,la Nova Esquerra de l'Eixample,Josep Tarradellas / París                         ,Friday,May,12,9,Morning,1,0,1,2,2.1426279999999998,41.385659000000004
20170004218,Sant Andreu,el Bon Pastor,Guayaquil                                         ,Friday,May,12,11,Morning,1,0,1,2,2.205325,41.443898
20170004219,Eixample,la Dreta de l'Eixample,Catalunya                                         ,Friday,May,12,11,Morning,1,0,1,2,2.167624,41.388222
20170004220,Les Corts,les Corts,Entença / Taquígraf Serra                         ,Friday,May,12,11,Morning,1,0,1,1,2.140925,41.387037
20170004221,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta                                           ,Friday,May,12,11,Morning,1,0,1,2,2.155348,41.395891
20170004222,Gràcia,Vallcarca i els Penitents,Dalt (Besòs)                                      ,Friday,May,12,12,Morning,1,0,1,2,2.1375990000000002,41.41575
20170004223,Eixample,la Dreta de l'Eixample,Sant Joan / Rosselló                              ,Friday,May,12,11,Morning,1,0,1,2,2.1675020000000003,41.400966
20170004224,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Friday,May,12,12,Morning,0,0,0,2,2.209333,41.403729
20170004225,Eixample,Sant Antoni,Floridablanca / Villarroel                        ,Friday,May,12,13,Morning,1,0,1,1,2.162083,41.381192999999996
20170004226,Ciutat Vella,el Raval,Egipcíaques                                       ,Friday,May,12,14,Afternoon,0,0,0,2,2.169261,41.380756
20170004227,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Ciutadella                                        ,Friday,May,12,14,Afternoon,0,0,0,1,2.186597,41.388181
20170004228,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes / Balmes                          ,Friday,May,12,12,Morning,1,0,1,2,2.165353,41.387244
20170004229,Sant Martí,la Vila Olímpica del Poblenou,Voluntaris Olímpics                               ,Friday,May,12,12,Morning,2,0,2,1,2.1961779999999997,41.387797
20170004230,Les Corts,la Maternitat i Sant Ramon,Diagonal / Reina Maria Cristina                   ,Friday,May,12,14,Afternoon,1,0,1,2,2.128211,41.388399
20170004231,Les Corts,Pedralbes,Esplugues / Gran Capità                           ,Friday,May,12,15,Afternoon,1,0,1,2,2.108197,41.389371000000004
20170004232,Eixample,la Sagrada Família,Padilla / Sant Antoni Maria Claret                ,Friday,May,12,14,Afternoon,1,0,1,2,2.172104,41.409544
20170004233,Nou Barris,Can Peguera,Fonteta / Llafranc                                ,Friday,May,12,15,Afternoon,1,0,1,2,2.167106,41.434664
20170004234,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,Friday,May,12,16,Afternoon,1,0,1,2,2.123939,41.387025
20170004235,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Besòs)                                   ,Friday,May,12,17,Afternoon,0,0,0,2,2.136396,41.345159
20170004236,Eixample,la Dreta de l'Eixample,Aragó / Pau Claris                                ,Friday,May,12,16,Afternoon,1,0,1,2,2.1663759999999996,41.393276
20170004237,Nou Barris,Verdun,Artesania                                         ,Friday,May,12,16,Afternoon,1,0,1,2,2.174305,41.439954
20170004238,Eixample,la Dreta de l'Eixample,Universitat                                       ,Friday,May,12,15,Afternoon,1,0,1,3,2.16788,41.386973
20170004239,Gràcia,la Vila de Gràcia,Diagonal / Augusta                                ,Friday,May,12,18,Afternoon,1,0,1,2,2.155714,41.395567
20170004240,Gràcia,Vallcarca i els Penitents,General Mendoza                                   ,Friday,May,12,19,Afternoon,1,0,1,4,2.1430439999999997,41.420716999999996
20170004241,Gràcia,la Vila de Gràcia,Gràcia                                            ,Friday,May,12,18,Afternoon,2,0,2,2,2.163147,41.404817
20170004242,Nou Barris,Vilapicina i la Torre Llobeta,Arnau d'Oms                                       ,Friday,May,12,19,Afternoon,0,0,0,2,2.177161,41.429842
20170004243,Eixample,la Dreta de l'Eixample,Aragó                                             ,Friday,May,12,21,Afternoon,1,0,1,2,2.172903,41.398002000000005
20170004244,Horta-Guinardó,el Guinardó,Mare de Déu de Montserrat                         ,Friday,May,12,21,Afternoon,1,0,1,2,2.173742,41.421243
20170004245,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Francesc Cambó / Freixures                        ,Friday,May,12,19,Afternoon,1,0,1,1,2.177675,41.38623
20170004246,Eixample,la Dreta de l'Eixample,Tetuan / Sant Joan                                ,Friday,May,12,22,Night,1,0,1,2,2.176807,41.393927000000005
20170004247,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Laietana / Bòria                                  ,Friday,May,12,22,Night,1,0,1,2,2.1784630000000003,41.384166
20170004248,Gràcia,la Vila de Gràcia,Gran de Gràcia / Montseny                         ,Saturday,May,13,0,Night,1,0,1,2,2.15366,41.401374
20170004249,Eixample,la Dreta de l'Eixample,Sant Joan / Consell de Cent                       ,Saturday,May,13,2,Night,2,0,2,1,2.173171,41.396685999999995
20170004250,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Laforja                                           ,Saturday,May,13,2,Night,0,0,0,5,2.1443,41.395922
20170004251,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Ganduxer / General Mitre                          ,Saturday,May,13,3,Night,4,0,4,2,2.13414,41.39934
20170004252,Eixample,el Fort Pienc,Corts Catalanes                                   ,Saturday,May,13,9,Morning,1,0,1,1,2.177241,41.395831
20170004253,Sant Martí,Provençals del Poblenou,C-31                                              ,Saturday,May,13,11,Morning,1,0,1,2,2.205805,41.417384000000006
20170004254,Gràcia,Vallcarca i els Penitents,Mare de Déu del Coll                              ,Saturday,May,13,11,Morning,1,0,1,1,2.148755,41.409938000000004
20170004255,Sarrià-Sant Gervasi,el Putxet i el Farró,República Argentina / Vallcarca                   ,Saturday,May,13,11,Morning,1,0,1,2,2.1435470000000003,41.411355
20170004256,Les Corts,les Corts,Diagonal                                          ,Friday,May,12,18,Afternoon,1,0,1,2,2.1433720000000003,41.392863
20170004257,Sant Martí,el Clot,Independència / Consell de Cent                   ,Saturday,May,13,12,Morning,1,0,1,2,2.185657,41.406065000000005
20170004258,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Comte Borrell                   ,Saturday,May,13,13,Morning,1,0,1,1,2.157427,41.381284
20170004259,Sarrià-Sant Gervasi,Sarrià,B-20 (Besòs)                                      ,Saturday,May,13,13,Morning,1,0,1,2,2.11538,41.402238
20170004260,Eixample,Sant Antoni,Corts Catalanes / Calàbria                        ,Saturday,May,13,15,Afternoon,1,0,1,2,2.155159,41.379583000000004
20170004261,Eixample,la Dreta de l'Eixample,Corts Catalanes / Catalunya                       ,Saturday,May,13,16,Afternoon,1,0,1,2,2.167024,41.388486
20170004262,Nou Barris,Porta,Arnau d'Oms                                       ,Saturday,May,13,13,Morning,1,0,1,1,2.1775029999999997,41.430503
20170004263,Horta-Guinardó,el Carmel,Cifuentes                                         ,Saturday,May,13,12,Morning,0,0,0,1,2.156094,41.424912
20170004264,Sant Martí,la Vila Olímpica del Poblenou,Marina / Doctor Trueta                            ,Saturday,May,13,18,Afternoon,1,0,1,2,2.192597,41.3905
20170004265,Horta-Guinardó,Horta,Coïmbra                                           ,Saturday,May,13,18,Afternoon,1,0,1,3,2.1550990000000003,41.432974
20170004266,Ciutat Vella,la Barceloneta,Pizarro / Ginebra                                 ,Saturday,May,13,17,Afternoon,2,0,2,2,2.188342,41.381596
20170004267,Horta-Guinardó,Horta,Universal / Doctor Letamendi                      ,Saturday,May,13,13,Morning,1,0,1,2,2.1619,41.437337
20170004268,Sant Martí,el Parc i la Llacuna del Poblenou,Wellington                                        ,Saturday,May,13,20,Afternoon,0,0,0,1,2.187557,41.391081
20170004269,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Doctor Andreu                                     ,Saturday,May,13,21,Afternoon,1,0,1,2,2.131399,41.416276
20170004270,Gràcia,la Vila de Gràcia,Còrsega / Pau Claris                              ,Saturday,May,13,22,Night,1,0,1,2,2.1608,41.397636999999996
20170004271,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Isaac Newton                                      ,Saturday,May,13,21,Afternoon,1,0,1,2,2.130502,41.41312
20170004272,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda / Diagonal                            ,Saturday,May,13,22,Night,1,0,1,2,2.2039619999999998,41.407568
20170004273,Gràcia,el Camp d'en Grassot i Gràcia Nova,Escorial / Pi i Margall                           ,Saturday,May,13,0,Night,1,0,1,2,2.162649,41.405875
20170004274,Sant Martí,la Vila Olímpica del Poblenou,Litoral                                           ,Sunday,May,14,0,Night,0,0,0,2,2.200096,41.389776
20170004275,Eixample,la Dreta de l'Eixample,Ausiàs Marc / Urquinaona                          ,Sunday,May,14,0,Night,1,0,1,2,2.1734080000000002,41.389688
20170004276,Eixample,la Dreta de l'Eixample,Corts Catalanes / Tetuan                          ,Sunday,May,14,1,Night,2,0,2,1,2.1744220000000003,41.394038
20170004277,Ciutat Vella,la Barceloneta,Ginebra / Atlàntida                               ,Sunday,May,14,9,Morning,3,0,3,2,2.189016,41.381757
20170004278,Sants-Montjuïc,el Poble-sec,Pierre de Coubertin                               ,Sunday,May,14,0,Night,1,0,1,1,2.1509669999999996,41.362586
20170004279,Sant Martí,la Verneda i la Pau,Corts Catalanes / Prim                            ,Sunday,May,14,4,Night,0,0,0,1,2.208398,41.419569
20170004280,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel                                        ,Saturday,May,13,22,Night,1,0,1,2,2.14796,41.39199
20170004281,Eixample,Sant Antoni,Paral·lel                                         ,Sunday,May,14,11,Morning,1,0,1,2,2.155842,41.375192
20170004282,Horta-Guinardó,Horta,Universal                                         ,Sunday,May,14,9,Morning,1,0,1,2,2.16272,41.436989000000004
20170004283,Gràcia,Vallcarca i els Penitents,Farigola                                          ,Sunday,May,14,4,Night,0,0,0,1,2.146712,41.413578
20170004284,Eixample,la Nova Esquerra de l'Eixample,València / Calàbria                               ,Sunday,May,14,13,Morning,2,0,2,2,2.150545,41.383078999999995
20170004285,Sant Martí,la Verneda i la Pau,Santander                                         ,Sunday,May,14,16,Afternoon,1,0,1,2,2.20173,41.427479999999996
20170004286,Sarrià-Sant Gervasi,les Tres Torres,Buïgas                                            ,Friday,May,5,14,Afternoon,0,0,0,2,2.13073,41.393494
20170004287,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron                                     ,Sunday,May,14,18,Afternoon,1,0,1,2,2.145498,41.429753000000005
20170004288,Eixample,Sant Antoni,Parlament / Paral·lel                             ,Sunday,May,14,18,Afternoon,1,0,1,1,2.160933,41.374978000000006
20170004289,Ciutat Vella,la Barceloneta,Almirall Cervera                                  ,Sunday,May,14,17,Afternoon,0,1,1,1,2.191696,41.378910999999995
20170004290,Eixample,la Dreta de l'Eixample,Balmes                                            ,Sunday,May,14,19,Afternoon,1,0,1,2,2.155842,41.394602
