Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
20170002434,Eixample,la Dreta de l'Eixample,PG SANT JOAN / GV Corts Catalanes                 ,Sunday,March,26,21,Afternoon,1,0,1,2,2.176807,41.393927000000005
20170002435,Horta-Guinardó,el Carmel,FASTENRATH                                        ,Monday,March,27,6,Morning,1,0,1,2,2.15195,41.421713000000004
20170002436,Sant Martí,el Poblenou,RDA LITORAL(LLOBRE                                ,Monday,March,27,8,Morning,1,0,1,2,2.203103,41.393091999999996
20170002437,Ciutat Vella,el Barri Gòtic,MOLES                                             ,Monday,March,27,8,Morning,1,0,1,1,2.172576,41.387543
20170002438,Horta-Guinardó,la Vall d'Hebron,RDA DALT(LLOBREGAT                                ,Monday,March,27,7,Morning,2,0,2,4,2.143933,41.42803
20170002439,Sant Martí,el Poblenou,JONQUERA / Perelló                                ,Monday,March,27,11,Morning,1,0,1,2,2.207785,41.399734
20170002440,Eixample,la Dreta de l'Eixample,PG GRÀCIA                                         ,Monday,March,27,11,Morning,0,0,0,1,2.1694419999999996,41.388075
20170002441,Sants-Montjuïc,Hostafrancs,SANT GERMÀ                                        ,Monday,March,27,11,Morning,1,0,1,2,2.146261,41.3724
20170002442,Nou Barris,la Prosperitat,VIA FAVÈNCIA                                      ,Monday,March,27,10,Morning,1,0,1,3,2.186338,41.446674
20170002443,Gràcia,la Vila de Gràcia,MARE DÉU SALUT                                    ,Monday,March,27,11,Morning,0,0,0,2,2.154687,41.410159
20170002444,Sant Andreu,el Bon Pastor,ESTADELLA / Llinars del Vallès                    ,Monday,March,27,11,Morning,1,0,1,2,2.207089,41.435505
20170002445,Sarrià-Sant Gervasi,Sarrià,PG BONANOVA / Anglí                               ,Monday,March,27,12,Morning,1,0,1,1,2.124472,41.401621
20170002446,Eixample,la Nova Esquerra de l'Eixample,MALLORCA / Calàbria                               ,Monday,March,27,14,Afternoon,1,0,1,2,2.1494,41.383924
20170002447,Eixample,l'Antiga Esquerra de l'Eixample,ARAGÓ                                             ,Monday,March,27,13,Morning,1,0,1,2,2.1571569999999998,41.386219
20170002448,Sarrià-Sant Gervasi,les Tres Torres,VIA AUGUSTA                                       ,Monday,March,27,14,Afternoon,2,0,2,2,2.125775,41.398599
20170002449,Nou Barris,Porta,AV MERIDIANA                                      ,Monday,March,27,13,Morning,1,0,1,1,2.184996,41.427919
20170002450,Sarrià-Sant Gervasi,el Putxet i el Farró,RDA GENERAL MITRE / Ganduxer                      ,Monday,March,27,14,Afternoon,1,0,1,2,2.13414,41.39934
20170002451,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,FOLGUEROLES / Moragas                             ,Monday,March,27,14,Afternoon,1,0,1,2,2.136484,41.407866999999996
20170002452,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,LAFORJA                                           ,Monday,March,27,15,Afternoon,1,0,1,2,2.146668,41.397165
20170002453,Sant Martí,el Poblenou,LLACUNA                                           ,Monday,March,27,16,Afternoon,1,0,1,2,2.199491,41.400490999999995
20170002454,Nou Barris,Vilapicina i la Torre Llobeta,PABLO IGLESIAS / Vesuvi                           ,Monday,March,27,17,Afternoon,1,0,1,1,2.183146,41.445890999999996
20170002455,Eixample,la Nova Esquerra de l'Eixample,AV J TARRADELLAS                                  ,Monday,March,27,17,Afternoon,2,0,2,1,2.143903,41.390273
20170002456,Sant Martí,el Parc i la Llacuna del Poblenou,SARDENYA / Pujades                                ,Monday,March,27,19,Afternoon,1,0,1,2,2.1879939999999998,41.3923
20170002457,Eixample,la Sagrada Família,CONSELL DE CENT / Castillejos                     ,Monday,March,27,21,Afternoon,2,0,2,3,2.182252,41.403495
20170002458,Sant Martí,el Camp de l'Arpa del Clot,SANT QUINTÍ / St Antoni M Claret                  ,Monday,March,27,21,Afternoon,1,0,1,2,2.177721,41.413745
20170002459,Sants-Montjuïc,Hostafrancs,PL ESPANYA                                        ,Monday,March,27,22,Night,1,0,1,2,2.1483830000000004,41.375432
20170002460,Eixample,la Dreta de l'Eixample,VALÈNCIA                                          ,Tuesday,March,28,0,Night,1,0,1,2,2.1660150000000002,41.394591
20170002461,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,CTRA B-10 (LLOBRE)                                ,Tuesday,March,28,7,Morning,1,0,1,2,2.213735,41.402829
20170002462,Sant Martí,el Camp de l'Arpa del Clot,ARAGÓ / Dos de Maig                               ,Tuesday,March,28,8,Morning,1,0,1,2,2.1833709999999997,41.406048
20170002463,Eixample,la Sagrada Família,AV DIAGONAL / Sicília                             ,Tuesday,March,28,8,Morning,1,0,1,2,2.1754279999999997,41.400076
20170002464,Horta-Guinardó,el Carmel,CALDERÓN BARCA                                    ,Tuesday,March,28,8,Morning,0,0,0,1,2.157335,41.419135
20170002465,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",COMERÇ                                            ,Tuesday,March,28,10,Morning,1,0,1,1,2.182095,41.387066
20170002466,Sants-Montjuïc,Sants - Badal,AV MADRID                                         ,Tuesday,March,28,10,Morning,1,0,1,2,2.1260470000000002,41.377499
20170002467,Sarrià-Sant Gervasi,el Putxet i el Farró,BERTRAN                                           ,Tuesday,March,28,10,Morning,1,0,1,1,2.139694,41.408279
20170002468,Eixample,la Dreta de l'Eixample,MALLORCA / Ptge Camps Elisis                      ,Tuesday,March,28,11,Morning,1,0,1,2,2.1635009999999997,41.394534
20170002469,Eixample,la Dreta de l'Eixample,MALLORCA / Rbla Catalunya                         ,Tuesday,March,28,11,Morning,1,0,1,2,2.161147,41.39275
20170002470,Eixample,la Dreta de l'Eixample,RBLA CATALUNYA / Mallorca                         ,Tuesday,March,28,10,Morning,1,0,1,4,2.161147,41.39275
20170002471,Sant Martí,el Clot,INDEPENDÈNCIA / Consell de Cent                   ,Tuesday,March,28,11,Morning,1,0,1,2,2.185657,41.406065000000005
20170002472,Sants-Montjuïc,la Marina del Prat Vermell,RDA LITORAL(BESÒS)                                ,Tuesday,March,28,9,Morning,1,0,1,2,2.125569,41.341339000000005
20170002473,Gràcia,la Vila de Gràcia,AV DIAGONAL                                       ,Tuesday,March,28,12,Morning,1,0,1,2,2.156812,41.395609
20170002474,Sarrià-Sant Gervasi,Sarrià,PEDRÓ DE LA CREU                                  ,Tuesday,March,28,8,Morning,0,0,0,1,2.1216720000000002,41.397371
20170002475,Sant Andreu,Baró de Viver,NUS TRINITAT                                      ,Tuesday,March,28,14,Afternoon,2,0,2,2,2.1935599999999997,41.449284000000006
20170002476,Sarrià-Sant Gervasi,les Tres Torres,RDA GENERAL MITRE                                 ,Tuesday,March,28,14,Afternoon,1,0,1,2,2.133651,41.399055
20170002477,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Tuesday,March,28,15,Afternoon,1,0,1,2,2.2147580000000002,41.403345
20170002478,Eixample,el Fort Pienc,CTRA C-31                                         ,Tuesday,March,28,14,Afternoon,1,0,1,2,2.188856,41.404701
20170002479,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pg Sant Joan                        ,Tuesday,March,28,15,Afternoon,1,0,1,2,2.169936,41.399124
20170002480,Sarrià-Sant Gervasi,les Tres Torres,RDA GENERAL MITRE / Via Augusta                   ,Tuesday,March,28,15,Afternoon,2,0,2,2,2.132853,41.397779
20170002481,Eixample,la Sagrada Família,ROSSELLÓ / Pg Gràcia                              ,Tuesday,March,28,16,Afternoon,1,0,1,2,2.160499,41.39571
20170002482,Sant Martí,la Vila Olímpica del Poblenou,AV LITORAL                                        ,Tuesday,March,28,15,Afternoon,1,0,1,2,2.201548,41.391096999999995
20170002483,Gràcia,Vallcarca i els Penitents,AV VALLCARCA / Maignon                            ,Tuesday,March,28,17,Afternoon,1,0,1,2,2.149393,41.408095
20170002484,Gràcia,la Vila de Gràcia,AV PRÍNC ASTÚRIES                                 ,Tuesday,March,28,17,Afternoon,2,0,2,2,2.1504209999999997,41.404594
20170002485,Les Corts,la Maternitat i Sant Ramon,AV JOAN XXIII / Dr S Cardenal                     ,Tuesday,March,28,17,Afternoon,0,0,0,2,2.122489,41.385236
20170002486,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,Tuesday,March,28,18,Afternoon,1,0,1,2,2.118417,41.386521
20170002487,Horta-Guinardó,el Baix Guinardó,RDA GUINARDÓ / Castillejos                        ,Tuesday,March,28,18,Afternoon,2,0,2,1,2.169481,41.413212
20170002488,Les Corts,les Corts,AV DIAGONAL                                       ,Tuesday,March,28,19,Afternoon,1,0,1,2,2.134903,41.389795
20170002489,Eixample,l'Antiga Esquerra de l'Eixample,CASANOVA / Consell de Cent                        ,Tuesday,March,28,20,Afternoon,1,0,1,4,2.1584630000000002,41.385637
20170002490,Horta-Guinardó,el Carmel,SIGÜENZA                                          ,Tuesday,March,28,18,Afternoon,1,0,1,3,2.152081,41.422865
20170002491,Sant Martí,el Clot,GV CORTS CATALANES                                ,Tuesday,March,28,20,Afternoon,0,1,1,1,2.192028,41.407584
20170002492,Gràcia,la Vila de Gràcia,TORDERA / Progrés                                 ,Tuesday,March,28,21,Afternoon,2,0,2,2,2.159896,41.400364
20170002493,Horta-Guinardó,la Clota,COLL I ALENTORN / Pl Clota                        ,Tuesday,March,28,21,Afternoon,1,0,1,2,2.149909,41.42577
20170002494,Sarrià-Sant Gervasi,les Tres Torres,GANDUXER / Doctor Carulla                         ,Tuesday,March,28,22,Night,1,0,1,2,2.132418,41.401555
20170002495,Nou Barris,Vilapicina i la Torre Llobeta,PG FABRA I PUIG                                   ,Tuesday,March,28,21,Afternoon,0,0,0,2,2.170738,41.430503
20170002496,Sarrià-Sant Gervasi,Sarrià,VIA AUGUSTA                                       ,Tuesday,March,28,21,Afternoon,1,0,1,3,2.122835,41.401246
20170002497,Eixample,el Fort Pienc,GV CORTS CATALANES / Sicília                      ,Tuesday,March,28,23,Night,1,0,1,2,2.178932,41.397434999999994
20170002498,Horta-Guinardó,el Carmel,LLOBREGÓS / Ramon Rocafull                        ,Tuesday,March,28,22,Night,1,0,1,2,2.153781,41.423028
20170002499,Eixample,Sant Antoni,RDA SANT ANTONI                                   ,Tuesday,March,28,20,Afternoon,1,0,1,2,2.163418,41.382502
20170002500,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,SANTALÓ                                           ,Wednesday,March,29,0,Night,1,0,1,1,2.1457509999999997,41.395563
20170002501,Les Corts,Pedralbes,AV DIAGONAL / Capità Arenas                       ,Wednesday,March,29,6,Morning,1,0,1,2,2.126834,41.388627
20170002502,Eixample,la Sagrada Família,AV DIAGONAL / Cartagena                           ,Wednesday,March,29,7,Morning,2,0,2,2,2.184655,41.403205
20170002503,Les Corts,la Maternitat i Sant Ramon,COLLBLANC                                         ,Wednesday,March,29,8,Morning,1,0,1,2,2.114337,41.375948
20170002504,Les Corts,Pedralbes,ABADESSA OLZET / Cavallers                        ,Wednesday,March,29,8,Morning,1,0,1,2,2.113027,41.391682
20170002505,Sants-Montjuïc,Sants,SANTA CATERINA                                    ,Wednesday,March,29,9,Morning,1,0,1,1,2.1372880000000003,41.378
20170002506,Sarrià-Sant Gervasi,Sarrià,SALVADOR MUNDÍ / Euterpe                          ,Tuesday,March,28,20,Afternoon,0,0,0,1,2.122582,41.399271999999996
20170002507,Eixample,la Dreta de l'Eixample,PL CATALUNYA                                      ,Wednesday,March,29,11,Morning,1,0,1,1,2.168869,41.387667
20170002508,Eixample,la Nova Esquerra de l'Eixample,CALÀBRIA / Còrsega                                ,Wednesday,March,29,10,Morning,1,0,1,1,2.146009,41.386491
20170002509,Eixample,la Dreta de l'Eixample,ARAGÓ / Pau Claris                                ,Wednesday,March,29,11,Morning,1,0,1,2,2.1663759999999996,41.393276
20170002510,Les Corts,les Corts,AV DIAGONAL                                       ,Wednesday,March,29,10,Morning,1,0,1,2,2.132709,41.390263
20170002511,Nou Barris,Torre Baró,LLERONA                                           ,Wednesday,March,29,10,Morning,1,0,1,1,2.182573,41.457209000000006
20170002512,Eixample,la Nova Esquerra de l'Eixample,VALÈNCIA / Viladomat                              ,Wednesday,March,29,11,Morning,2,0,2,2,2.151529,41.384027
20170002513,Sants-Montjuïc,el Poble-sec,AV RIUS I TAULET                                  ,Wednesday,March,29,13,Morning,1,0,1,2,2.154544,41.372704
20170002514,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,RDA GENERAL MITRE                                 ,Wednesday,March,29,15,Afternoon,2,0,2,2,2.134194,41.395878
20170002515,Eixample,la Dreta de l'Eixample,ARAGÓ                                             ,Wednesday,March,29,15,Afternoon,1,0,1,2,2.161887,41.390149
20170002516,Eixample,l'Antiga Esquerra de l'Eixample,MUNTANER / Diputació                              ,Wednesday,March,29,8,Morning,1,0,1,2,2.160721,41.385621
20170002517,Eixample,la Dreta de l'Eixample,AV DIAGONAL                                       ,Wednesday,March,29,16,Afternoon,1,0,1,1,2.1648009999999998,41.397618
20170002518,Sants-Montjuïc,Hostafrancs,AV ROMA                                           ,Wednesday,March,29,16,Afternoon,1,0,1,2,2.142388,41.379738
20170002519,Gràcia,Vallcarca i els Penitents,AV VALLCARCA / Agramunt                           ,Wednesday,March,29,17,Afternoon,0,1,1,1,2.147183,41.410139
20170002520,Sant Martí,Sant Martí de Provençals,RBLA GUIPÚSCOA / Provençals                       ,Wednesday,March,29,14,Afternoon,0,0,0,2,2.196964,41.416238
20170002521,Sant Martí,Sant Martí de Provençals,RBLA GUIPÚSCOA                                    ,Wednesday,March,29,18,Afternoon,1,0,1,1,2.194803,41.414903
20170002522,Sants-Montjuïc,la Bordeta,GV CORTS CATALANES                                ,Friday,March,24,10,Morning,0,1,1,1,2.146262,41.373206
20170002523,Horta-Guinardó,la Teixonera,ARENYS                                            ,Wednesday,March,29,13,Morning,1,0,1,1,2.146229,41.422905
20170002524,Sants-Montjuïc,la Marina del Prat Vermell,PG ZONA FRANCA / Ulldecona                        ,Wednesday,March,29,18,Afternoon,1,0,1,2,2.143828,41.353132
20170002525,Sant Martí,el Parc i la Llacuna del Poblenou,TÀNGER / Àlaba                                    ,Wednesday,March,29,20,Afternoon,1,0,1,2,2.1893119999999997,41.399922
20170002526,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,SANTALÓ / Madrazo                                 ,Wednesday,March,29,18,Afternoon,1,0,1,1,2.144396,41.396755999999996
20170002527,Horta-Guinardó,la Vall d'Hebron,AV CAN MARCET                                     ,Wednesday,March,29,20,Afternoon,1,0,1,2,2.151742,41.434018
20170002528,Sants-Montjuïc,la Marina del Prat Vermell,NÚMERO 6 / Major Mercabarna                       ,Wednesday,March,29,20,Afternoon,0,0,0,2,2.112745,41.327999
20170002529,Les Corts,les Corts,AV DIAGONAL / Entença                             ,Wednesday,March,29,22,Night,2,0,2,2,2.137125,41.390772
20170002530,Sants-Montjuïc,el Poble-sec,NOU DE LA RAMBLA / Vila i Vilà                    ,Wednesday,March,29,22,Night,2,0,2,1,2.169137,41.374098
20170002531,Eixample,la Dreta de l'Eixample,PG SANT JOAN / Av Diagonal                        ,Wednesday,March,29,21,Afternoon,1,0,1,2,2.169936,41.399124
20170002532,Les Corts,Pedralbes,AV DIAGONAL                                       ,Wednesday,March,29,22,Night,1,0,1,1,2.111662,41.385013
20170002533,Sants-Montjuïc,el Poble-sec,CTRA MONTJUÏC                                     ,Thursday,March,30,6,Morning,0,0,0,2,2.168941,41.369663
20170002534,Sant Martí,el Parc i la Llacuna del Poblenou,BOLÍVIA / Àvila                                   ,Thursday,March,30,9,Morning,1,0,1,2,2.189299,41.401576
20170002535,Sant Martí,el Parc i la Llacuna del Poblenou,BADAJOZ / Av Diagonal                             ,Thursday,March,30,9,Morning,1,0,1,2,2.188682,41.403765
20170002536,Eixample,la Nova Esquerra de l'Eixample,AV SARRIÀ                                         ,Thursday,March,30,9,Morning,1,0,1,2,2.144172,41.390291999999995
20170002537,Nou Barris,el Turó de la Peira,MALADETA / Escultor Ordóñez                       ,Thursday,March,30,10,Morning,1,0,1,2,2.1747549999999998,41.433291
20170002538,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pg Gràcia                           ,Thursday,March,30,10,Morning,1,0,1,2,2.159495,41.396524
20170002539,Sant Martí,el Clot,AV MERIDIANA / Aragó                              ,Thursday,March,30,10,Morning,1,0,1,1,2.186855,41.408522999999995
20170002540,Sant Martí,el Camp de l'Arpa del Clot,CÒRSEGA / Dos de Maig                             ,Thursday,March,30,11,Morning,2,0,2,2,2.1777189999999997,41.410323
20170002541,Sarrià-Sant Gervasi,les Tres Torres,VIA AUGUSTA                                       ,Thursday,March,30,10,Morning,1,0,1,2,2.141604,41.398373
